z,Q2,flavor,flavor_index,nrep,zH1perp1_mean,zH1perp1_std
0.36673366834170856,4.0,cb,8,50,0.0,0.0
0.36673366834170856,4.0,b,9,50,0.0,0.0
0.36673366834170856,4.0,bb,10,50,0.0,0.0
0.37070351758793973,4.0,u,1,50,0.16421349164555132,0.03790087745792262
0.37070351758793973,4.0,ub,2,50,-0.16560684502706186,0.03460216726677231
0.37070351758793973,4.0,d,3,50,-0.16560684502706186,0.03460216726677231
0.37070351758793973,4.0,db,4,50,0.16421349164555132,0.03790087745792262
0.37070351758793973,4.0,s,5,50,-0.16560684502706186,0.03460216726677231
0.37070351758793973,4.0,sb,6,50,-0.16560684502706186,0.03460216726677231
0.37070351758793973,4.0,c,7,50,0.0,0.0
0.37070351758793973,4.0,cb,8,50,0.0,0.0
0.37070351758793973,4.0,b,9,50,0.0,0.0
0.37070351758793973,4.0,bb,10,50,0.0,0.0
0.37467336683417085,4.0,u,1,50,0.15838139187426895,0.03683812027489136
0.37467336683417085,4.0,ub,2,50,-0.16326817134273786,0.03408554754353541
0.37467336683417085,4.0,d,3,50,-0.16326817134273786,0.03408554754353541
0.37467336683417085,4.0,db,4,50,0.15838139187426895,0.03683812027489136
0.37467336683417085,4.0,s,5,50,-0.16326817134273786,0.03408554754353541
0.37467336683417085,4.0,sb,6,50,-0.16326817134273786,0.03408554754353541
0.37467336683417085,4.0,c,7,50,0.0,0.0
0.37467336683417085,4.0,cb,8,50,0.0,0.0
0.37467336683417085,4.0,b,9,50,0.0,0.0
0.37467336683417085,4.0,bb,10,50,0.0,0.0
0.3786432160804021,4.0,u,1,50,0.15274931077011733,0.03582605060019845
0.3786432160804021,4.0,ub,2,50,-0.1610181857833423,0.033595127760620284
0.3786432160804021,4.0,d,3,50,-0.1610181857833423,0.033595127760620284
0.3786432160804021,4.0,db,4,50,0.15274931077011733,0.03582605060019845
0.3786432160804021,4.0,s,5,50,-0.1610181857833423,0.033595127760620284
0.3786432160804021,4.0,sb,6,50,-0.1610181857833423,0.033595127760620284
0.3786432160804021,4.0,c,7,50,0.0,0.0
0.3786432160804021,4.0,cb,8,50,0.0,0.0
0.3786432160804021,4.0,b,9,50,0.0,0.0
0.3786432160804021,4.0,bb,10,50,0.0,0.0
0.3826130653266332,4.0,u,1,50,0.1473164844941631,0.034860932249842484
0.3826130653266332,4.0,ub,2,50,-0.1588480131593231,0.0331282173644206
0.3826130653266332,4.0,d,3,50,-0.1588480131593231,0.0331282173644206
0.3826130653266332,4.0,db,4,50,0.1473164844941631,0.034860932249842484
0.3826130653266332,4.0,s,5,50,-0.1588480131593231,0.0331282173644206
0.3826130653266332,4.0,sb,6,50,-0.1588480131593231,0.0331282173644206
0.3826130653266332,4.0,c,7,50,0.0,0.0
0.3826130653266332,4.0,cb,8,50,0.0,0.0
0.3826130653266332,4.0,b,9,50,0.0,0.0
0.3826130653266332,4.0,bb,10,50,0.0,0.0
0.38658291457286437,4.0,u,1,50,0.142081711825317,0.033939409638306405
0.38658291457286437,4.0,ub,2,50,-0.1567494515458164,0.03268249450181768
0.38658291457286437,4.0,d,3,50,-0.1567494515458164,0.03268249450181768
0.38658291457286437,4.0,db,4,50,0.142081711825317,0.033939409638306405
0.38658291457286437,4.0,s,5,50,-0.1567494515458164,0.03268249450181768
0.38658291457286437,4.0,sb,6,50,-0.1567494515458164,0.03268249450181768
0.38658291457286437,4.0,c,7,50,0.0,0.0
0.38658291457286437,4.0,cb,8,50,0.0,0.0
0.38658291457286437,4.0,b,9,50,0.0,0.0
0.38658291457286437,4.0,bb,10,50,0.0,0.0
0.39055276381909554,4.0,u,1,50,0.1370433834947635,0.03305849634131533
0.39055276381909554,4.0,ub,2,50,-0.15471493462144859,0.03225596616453392
0.39055276381909554,4.0,d,3,50,-0.15471493462144859,0.03225596616453392
0.39055276381909554,4.0,db,4,50,0.1370433834947635,0.03305849634131533
0.39055276381909554,4.0,s,5,50,-0.15471493462144859,0.03225596616453392
0.39055276381909554,4.0,sb,6,50,-0.15471493462144859,0.03225596616453392
0.39055276381909554,4.0,c,7,50,0.0,0.0
0.39055276381909554,4.0,cb,8,50,0.0,0.0
0.39055276381909554,4.0,b,9,50,0.0,0.0
0.39055276381909554,4.0,bb,10,50,0.0,0.0
0.39452261306532665,4.0,u,1,50,0.13219951095922866,0.03221556008872245
0.39452261306532665,4.0,ub,2,50,-0.15273749528611416,0.031846929275470066
0.39452261306532665,4.0,d,3,50,-0.15273749528611416,0.031846929275470066
0.39452261306532665,4.0,db,4,50,0.13219951095922866,0.03221556008872245
0.39452261306532665,4.0,s,5,50,-0.15273749528611416,0.031846929275470066
0.39452261306532665,4.0,sb,6,50,-0.15273749528611416,0.031846929275470066
0.39452261306532665,4.0,c,7,50,0.0,0.0
0.39452261306532665,4.0,cb,8,50,0.0,0.0
0.39452261306532665,4.0,b,9,50,0.0,0.0
0.39452261306532665,4.0,bb,10,50,0.0,0.0
0.3984924623115578,4.0,u,1,50,0.12754775455187078,0.031408304796302695
0.3984924623115578,4.0,ub,2,50,-0.15081073060073064,0.031453933398280516
0.3984924623115578,4.0,d,3,50,-0.15081073060073064,0.031453933398280516
0.3984924623115578,4.0,db,4,50,0.12754775455187078,0.031408304796302695
0.3984924623115578,4.0,s,5,50,-0.15081073060073064,0.031453933398280516
0.3984924623115578,4.0,sb,6,50,-0.15081073060073064,0.031453933398280516
0.3984924623115578,4.0,c,7,50,0.0,0.0
0.3984924623115578,4.0,cb,8,50,0.0,0.0
0.3984924623115578,4.0,b,9,50,0.0,0.0
0.3984924623115578,4.0,bb,10,50,0.0,0.0
0.402462311557789,4.0,u,1,50,0.1230854509558322,0.030634750200547376
0.402462311557789,4.0,ub,2,50,-0.14892876807854044,0.031075745574683813
0.402462311557789,4.0,d,3,50,-0.14892876807854044,0.031075745574683813
0.402462311557789,4.0,db,4,50,0.1230854509558322,0.030634750200547376
0.402462311557789,4.0,s,5,50,-0.14892876807854044,0.031075745574683813
0.402462311557789,4.0,sb,6,50,-0.14892876807854044,0.031075745574683813
0.402462311557789,4.0,c,7,50,0.0,0.0
0.402462311557789,4.0,cb,8,50,0.0,0.0
0.402462311557789,4.0,b,9,50,0.0,0.0
0.402462311557789,4.0,bb,10,50,0.0,0.0
0.4064321608040201,4.0,u,1,50,0.11880963995151163,0.029893209603875745
0.4064321608040201,4.0,ub,2,50,-0.14708623334566642,0.030711317641172717
0.4064321608040201,4.0,d,3,50,-0.14708623334566642,0.030711317641172717
0.4064321608040201,4.0,db,4,50,0.11880963995151163,0.029893209603875745
0.4064321608040201,4.0,s,5,50,-0.14708623334566642,0.030711317641172717
0.4064321608040201,4.0,sb,6,50,-0.14708623334566642,0.030711317641172717
0.4064321608040201,4.0,c,7,50,0.0,0.0
0.4064321608040201,4.0,cb,8,50,0.0,0.0
0.4064321608040201,4.0,b,9,50,0.0,0.0
0.4064321608040201,4.0,bb,10,50,0.0,0.0
0.4104020100502513,4.0,u,1,50,0.11471709039440832,0.02918226617514089
0.4104020100502513,4.0,ub,2,50,-0.14527821917819128,0.030359756248392537
0.4104020100502513,4.0,d,3,50,-0.14527821917819128,0.030359756248392537
0.4104020100502513,4.0,db,4,50,0.11471709039440832,0.02918226617514089
0.4104020100502513,4.0,s,5,50,-0.14527821917819128,0.030359756248392537
0.4104020100502513,4.0,sb,6,50,-0.14527821917819128,0.030359756248392537
0.4104020100502513,4.0,c,7,50,0.0,0.0
0.4104020100502513,4.0,cb,8,50,0.0,0.0
0.4104020100502513,4.0,b,9,50,0.0,0.0
0.4104020100502513,4.0,bb,10,50,0.0,0.0
0.41437185929648246,4.0,u,1,50,0.1108043253859563,0.028500748187354773
0.41437185929648246,4.0,ub,2,50,-0.14350025591391938,0.030020295701238733
0.41437185929648246,4.0,d,3,50,-0.14350025591391938,0.030020295701238733
0.41437185929648246,4.0,db,4,50,0.1108043253859563,0.028500748187354773
0.41437185929648246,4.0,s,5,50,-0.14350025591391938,0.030020295701238733
0.41437185929648246,4.0,sb,6,50,-0.14350025591391938,0.030020295701238733
0.41437185929648246,4.0,c,7,50,0.0,0.0
0.41437185929648246,4.0,cb,8,50,0.0,0.0
0.41437185929648246,4.0,b,9,50,0.0,0.0
0.41437185929648246,4.0,bb,10,50,0.0,0.0
0.4183417085427136,4.0,u,1,50,0.10706764660508883,0.027847703515710212
0.4183417085427136,4.0,ub,2,50,-0.14174828322905503,0.029692273653377118
0.4183417085427136,4.0,d,3,50,-0.14174828322905503,0.029692273653377118
0.4183417085427136,4.0,db,4,50,0.10706764660508883,0.027847703515710212
0.4183417085427136,4.0,s,5,50,-0.14174828322905503,0.029692273653377118
0.4183417085427136,4.0,sb,6,50,-0.14174828322905503,0.029692273653377118
0.4183417085427136,4.0,c,7,50,0.0,0.0
0.4183417085427136,4.0,cb,8,50,0.0,0.0
0.4183417085427136,4.0,b,9,50,0.0,0.0
0.4183417085427136,4.0,bb,10,50,0.0,0.0
