z,pT,z_pT,Q2,flavor,flavor_index,nrep,unpolarized_ff_mean,unpolarized_ff_std
0.3,0.5025125628140703,0.1507537688442211,4.0,unf,3,50,1.4012352686236964,0.027372014259574168
0.3,0.507537688442211,0.15226130653266332,4.0,fav,1,50,3.0663314607630734,0.0803912637738719
0.3,0.507537688442211,0.15226130653266332,4.0,unf,3,50,1.3968752732529048,0.027185929000188805
0.3,0.5125628140703518,0.1537688442211055,4.0,fav,1,50,3.0550515264760025,0.0797380400684724
0.3,0.5125628140703518,0.1537688442211055,4.0,unf,3,50,1.3924856714994565,0.02699890025018628
0.3,0.5175879396984925,0.15527638190954773,4.0,fav,1,50,3.043702612163098,0.07908215513951823
0.3,0.5175879396984925,0.15527638190954773,4.0,unf,3,50,1.3880668283721036,0.026810951039275454
0.3,0.5226130653266332,0.15678391959798996,4.0,fav,1,50,3.03228579761072,0.07842370063091934
0.3,0.5226130653266332,0.15678391959798996,4.0,unf,3,50,1.383619110442409,0.026622104446287043
0.3,0.5276381909547738,0.15829145728643215,4.0,fav,1,50,3.020802165952066,0.07776276823094136
0.3,0.5276381909547738,0.15829145728643215,4.0,unf,3,50,1.3791428857943517,0.026432383594390256
0.3,0.5326633165829145,0.15979899497487435,4.0,fav,1,50,3.0092528034973247,0.07709944965314802
0.3,0.5326633165829145,0.15979899497487435,4.0,unf,3,50,1.374638523973847,0.026241811647513536
0.3,0.5376884422110553,0.16130653266331657,4.0,fav,1,50,2.997638799563889,0.07643383661765134
0.3,0.5376884422110553,0.16130653266331657,4.0,unf,3,50,1.3701063959382127,0.026050411805721
0.3,0.542713567839196,0.1628140703517588,4.0,fav,1,50,2.9859612463066543,0.07576602083315523
0.3,0.542713567839196,0.1628140703517588,4.0,unf,3,50,1.365546874005576,0.02585820730130697
0.3,0.5477386934673367,0.16432160804020102,4.0,fav,1,50,2.9742212385484965,0.07509609397767782
0.3,0.5477386934673367,0.16432160804020102,4.0,unf,3,50,1.3609603318042367,0.025665221394595237
0.3,0.5527638190954774,0.16582914572864324,4.0,fav,1,50,2.9624198736108913,0.07442414768038808
0.3,0.5527638190954774,0.16582914572864324,4.0,unf,3,50,1.3563471442219999,0.02547147736959383
0.3,0.5577889447236181,0.1673366834170854,4.0,fav,1,50,2.9505582511447552,0.07375027350357048
0.3,0.5577889447236181,0.1673366834170854,4.0,unf,3,50,1.3517076873554754,0.02527699853015265
